Alt_Name,Brand,City,Country,Dispensing,Email,Fax,Hours,House_Number,ID,Latitude,Longitude,Name,Payment_Cash,Payment_Credit_Card,Payment_Debit_Card,Phone Number,Postal_Code,Province,Street,Website,Wheelchair,geometry
,Rexall,,,yes,,,,,4326918886,43.7486260,-79.3116483,Rexall,,,,,,,,,,POINT (-79.3116483 43.748626)
,I.D.A.,,,yes,,,,1300,4331572389,43.7454105,-79.3461328,I.D.A.,,,,,,,Don Mills Road,,,POINT (-79.34613280000001 43.7454105)
,Rexall,,,,,,,,4333068690,43.7686660,-79.1871797,Rexall,,,,,,,,,,POINT (-79.1871797 43.768666)
,,North York,,yes,,,,895,4334769074,43.7358581,-79.3472758,Don Mills + Lawrence Pharmacy,,,,,,,Lawrence Avenue East,,,POINT (-79.34727580000001 43.7358581)
,,,,yes,,,,,4350148258,43.6565285,-79.3564471,Health Shield Pharmacy,,,,,,,,,,POINT (-79.3564471 43.6565285)
,,,,yes,,,,,4353327319,43.6655810,-79.3514644,Broadcon Pharmacy,,,,,,,,,,POINT (-79.3514644 43.665581)
,Walmart,,,,,,,,4356908829,43.7771075,-79.2588702,Walmart Pharmacy,,,,,,,,,,POINT (-79.2588702 43.7771075)
,,,,yes,,,,114,4412266089,43.6703022,-79.3916270,Kingsway Drugs,,,,+1-416-962-3544,,,,,,POINT (-79.391627 43.6703022)
,PharmaChoice,,,,,,,,4414106711,43.7010611,-79.5109697,PharmaChoice,,,,+1-416-235-1500,,,,,,POINT (-79.5109697 43.7010611)
Eagle Manor Pharmacy,Pharmasave,,,yes,,,,,4414950288,43.7004448,-79.5165659,Pharmasave,,,,+1-416-241-1115,,,,http://westonvillagebia.com/node/217,,POINT (-79.5165659 43.7004448)
,,,,,,,,,4420819012,43.7524483,-79.2620028,,,,,,,,,,,POINT (-79.2620028 43.7524483)
,,,,,,,,,4462701576,43.7778917,-79.2631028,Loblaw Pharmacy,,,,,,,,,,POINT (-79.2631028 43.7778917)
,,,,yes,,,,,4462780406,43.7344361,-79.2572459,Midland/Eglinton Pharmacy,,,,,,,,,,POINT (-79.2572459 43.7344361)
C.J. Singh Healthcare Inc.,Shoppers Drug Mart,Toronto,,yes,,,,761,4493583369,43.6431093,-79.4058905,Shoppers Drug Mart,,,,+1-416-306-0311,M5V 1N4,,King Street West,,yes,POINT (-79.4058905 43.6431093)
,,Etobicoke,,yes,,,,900,4535185443,43.7348001,-79.5590500,Albion Medical Pharmacy,,,,+1-647-722-2370,M9V 1A5,,Albion Road,,yes,POINT (-79.55905 43.7348001)
,,,,,,,,,4554824382,43.6532175,-79.5729848,Rathburn Healthplex PharmaCare,,,,,,,,,,POINT (-79.5729848 43.6532175)
,,North York,,yes,,,,2726,4572978034,43.7432277,-79.5144546,Stanley Life Care Pharmacy,,,,,M3L 2N1,,Jane Street,,,POINT (-79.51445459999999 43.7432277)
,,Toronto,,yes,,,,302,4621028253,43.6533999,-79.3985407,R.K. Pharmacy,,,,,,,Spadina Avenue,,,POINT (-79.3985407 43.6533999)
,Rexall,,,,,,,,4621031481,43.6531278,-79.3978246,Rexall,,,,,,,,,,POINT (-79.39782460000001 43.6531278)
HealthCareMart Pharmacy,,Toronto,,,,,"Mo-Fr 06:00-18:00, Sa 09:00-18:00, Su 09:00-13:00",1173,4632389642,43.6425920,-79.4259855,Health Care Mart Pharmacy,,,,,M6J 1J6,,Queen Street West,,,POINT (-79.4259855 43.642592)
,Rexall,,,,,,,,4652769080,43.6680923,-79.4408829,Rexall,,,,,,,,,yes,POINT (-79.44088290000001 43.6680923)
,,,,,,,,,4786280732,43.5899635,-79.5450666,Solara Pharmacy,,,,+1-416-259-2000,,,,,,POINT (-79.5450666 43.5899635)
,Remedy'sRx,,,yes,,,,,4869895043,43.7519353,-79.2612317,Remedy'sRx,,,,,,,,,,POINT (-79.2612317 43.7519353)
,,,,,,,,,4922951504,43.6758147,-79.3581875,Broadview Medical Pharmacy,,,,,,,,,,POINT (-79.3581875 43.6758147)
,,,,,,,,,5016412494,43.6826579,-79.4634448,,,,,,,,,,,POINT (-79.4634448 43.6826579)
,,Toronto,,,,,,1290,5022507099,43.6586467,-79.4420394,Metro Drugs,,,,,,,Bloor Street West,http://www.metrodrugs.ca/,,POINT (-79.4420394 43.6586467)
,,Toronto,,,,,,1254,5022507106,43.6589853,-79.4403523,Ultra Bloor Pharmacy,,,,+1-416-792-3021,,,Bloor Street West,,,POINT (-79.4403523 43.6589853)
Andrew's Pharmacy,Pharmasave,,,,,,,3832,5045251803,43.6413074,-79.5384056,Pharmasave,,,,+1-416-231-0007,,,Bloor Street West,https://pharmasave.com/store/pharmasave-andrews-pharmacy/,,POINT (-79.5384056 43.6413074)
,Shoppers Drug Mart,,,yes,,,,,5079035115,43.7002950,-79.4278599,Shoppers Drug Mart,,,,,,,,,,POINT (-79.4278599 43.700295)
,Rexall,,,yes,,,,,5079046852,43.7004230,-79.4272015,Rexall,,,,,,,,,,POINT (-79.4272015 43.700423)
,,,,,,,,,5126304525,43.8103727,-79.2798248,Brimley Pharmacy,,,,,,,,,,POINT (-79.2798248 43.8103727)
,Rexall,,,,,,,,5154126004,43.7287782,-79.4179727,Rexall,,,,,,,,,,POINT (-79.41797270000001 43.7287782)
Islington Village PharamaPlus Drugmart,Rexall,,,,,,,,5159436051,43.6494215,-79.5284106,Rexall,,,,,,,,,,POINT (-79.5284106 43.6494215)
,I.D.A.,,,,,,,,5220291173,43.6806754,-79.2828786,I.D.A.,,,,,,,,,,POINT (-79.2828786 43.6806754)
,,,,,,,,,5220419141,43.6901438,-79.2876943,Main Drug Mart,,,,,,,,,,POINT (-79.2876943 43.6901438)
,,,,,,,,,5224609769,43.7537334,-79.4879506,JC Pharmacy,,,,,,,,,,POINT (-79.4879506 43.7537334)
,,,,yes,,,,,5260077481,43.8008112,-79.3000473,Finch Discount Pharmacy,,,,,,,,,,POINT (-79.3000473 43.8008112)
,Remedy'sRx,,,yes,,,,,5260077482,43.8008974,-79.3001023,Remedy'sRx,,,,,,,,,,POINT (-79.30010230000001 43.8008974)
,,,,,,,,,5266291981,43.7691984,-79.3706253,,,,,,,,,,,POINT (-79.3706253 43.7691984)
,Shoppers Drug Mart,,,yes,,,,,5275599411,43.7141980,-79.3780084,Shoppers Drug Mart,,,,,,,,,yes,POINT (-79.3780084 43.714198)
,Rexall,,,yes,,,,,5368638622,43.7257371,-79.4835666,Rexall,,,,,,,,,,POINT (-79.4835666 43.7257371)
,,North York,,,,,,3292,5396368121,43.7898221,-79.3935986,Metro Drugs,,,,+1-416-223-3332,,,Bayview Avenue,,yes,POINT (-79.3935986 43.7898221)
,Shoppers Drug Mart,,,yes,,,,,5410066088,43.7745211,-79.5009839,Shoppers Drug Mart,yes,yes,yes,,,,,,,POINT (-79.50098389999999 43.7745211)
,,Toronto,,,,,,557,5427172421,43.6672770,-79.3814600,Well + Good Pharmacy,,,,+1-416-532-5007,,,Church Street,,yes,POINT (-79.38146 43.667277)
,,Toronto,,,,,,499,5431675522,43.6559372,-79.4096394,The Palmerston Pharmacy & HomeCare,,,,+1-416-929-4499,,,College Street,,yes,POINT (-79.4096394 43.6559372)
,,Toronto,,,,,,528,5431677223,43.6559573,-79.4108962,College Pharmacy II,,,,+1-416-944-9793,,,College Street,,yes,POINT (-79.4108962 43.6559573)
,,Toronto,,,,,,673,5437522548,43.6550394,-79.4171562,College Drug Mart,,,,+1-416-516-4978,,,College Street,,yes,POINT (-79.41715619999999 43.6550394)
Duke Pharmacy,Remedy'sRx,Toronto,,,,,,2798,5442962136,43.6654874,-79.4626692,Remedy'sRx,,,,+1-416-767-8800,,,Dundas Street West,,yes,POINT (-79.46266919999999 43.6654874)
,,,,,,,,,5642654268,43.6920928,-79.4674607,Walk In Clinic Westside Pharmacy,,,,,,,,,,POINT (-79.4674607 43.6920928)
,,,,,,,,,5646586422,43.6815864,-79.3326250,Danforth Central Walk-In Clinic & Pharmacy,,,,,,,,,,POINT (-79.33262499999999 43.6815864)
,Shoppers Drug Mart,Toronto,,yes,,,,4990,5673546434,43.7658425,-79.4123348,Shoppers Drug Mart,,,,,M2N 0A1,,Yonge Street,,,POINT (-79.4123348 43.7658425)
,,Etobicoke,,,,,,1111,5709308721,43.7370673,-79.5658425,Medi Plus Pharmacy,,,,+1-416-744-8264,M9V 1A9,,Albion Road,,no,POINT (-79.5658425 43.7370673)
,,Toronto,,,,,,474,5720505421,43.6563417,-79.4091983,College Medical Pharmacy,,,,+1-416-961-2191,M6G 1A4,,College Street,,yes,POINT (-79.4091983 43.6563417)
,,Toronto,,,,,,828,5720610221,43.6517553,-79.4092931,Dr. Daniel Wong M.D.Dundas Euclid Pharmacy,,,,+1-416-693-6688,M6J 1V3,,Dundas Street West,,yes,POINT (-79.4092931 43.6517553)
,,Toronto,,,,,,565,5721484721,43.6553282,-79.4127287,St.Michael's Drug Mart,,,,+1-416-532-2881,M6G 1B2,,College Street,,no,POINT (-79.4127287 43.6553282)
,,Toronto,,,,,,461,5741810641,43.6642282,-79.3802027,MedsEXPERT Pharmacy,,,,+1-416-992-6337,M4Y 2C5,,Church Street,https://www.medsexpert.ca,no,POINT (-79.3802027 43.6642282)
,,Toronto,,,,,,453,5749503823,43.6640386,-79.3801213,Ottway Herbs & Vitamins,,,,+1-416-967-9222,M4Y 2C5,,Church Street,http://www.ottway.com,yes,POINT (-79.3801213 43.6640386)
,,Toronto,,,,,,473,5751842422,43.6645126,-79.3803247,The Village Pharmacy,,,,+1-416-967-9221,M4Y 2C5,,Church Street,https://thevillagepharmacy.ca,no,POINT (-79.3803247 43.6645126)
Pharmasave Cabbagetown Pharmacy,Pharmasave,Toronto,,,,,,457,5782158958,43.6636039,-79.3675059,Pharmasave,,,,+1-416-920-6337,M5A 3A3,,Parliament Street,,yes,POINT (-79.3675059 43.6636039)
,,Toronto,,,,,,572,5784469056,43.6741200,-79.3851761,Dale's Pharmacy,,,,+1-416-921-5700,M4X 1P8,,Parliament Street,,limited,POINT (-79.3851761 43.67412)
,,,,,,,,,5793619262,43.7563623,-79.5190161,Pharmacia Drugs,,,,,,,,,,POINT (-79.5190161 43.7563623)
,,,,,,,,,5794303491,43.6278300,-79.5029513,Citrus Pharmacy,,,,+1-647-345-5115,,,,https://citruspharmacy.ca/,,POINT (-79.50295130000001 43.62783)
,,,,,,,,,5827673488,43.6209499,-79.4834580,,,,,,,,,,,POINT (-79.483458 43.6209499)
,Shoppers Drug Mart,,,,,,Mo-Su 08:00-22:00,,5854883745,43.6452279,-79.3968824,Shoppers Drug Mart,,,,,,,King Street West,,yes,POINT (-79.3968824 43.6452279)
,,Etobicoke,,yes,,,Mo-Sa 09:00-19:00,1701,5917075337,43.7330378,-79.5889027,John Garland Pharmacy & Walkin Clinic,yes,yes,yes,,M9V 4N4,,Martin Grove Road,,,POINT (-79.58890270000001 43.7330378)
,Shoppers Drug Mart,,,yes,,,,,5923049929,43.6777039,-79.3895544,Shoppers Drug Mart,,,,,,,,,,POINT (-79.38955439999999 43.6777039)
,Rexall,,,,,,Mo-Su 08:00-22:00,,6074857121,43.6433455,-79.4224754,Rexall,,,,,,,,,,POINT (-79.4224754 43.6433455)
,,Toronto,,yes,,,,1705,6167011707,43.6741488,-79.4594899,Green Medical Pharmacy,,,,,,,St. Clair Avenue West,,,POINT (-79.45948989999999 43.6741488)
,,Toronto,,,,,,160,6184565003,43.6367837,-79.4370076,Parkdale Pharmacy,,,,+1-416-516-2039,,,Springhurst Avenue,,,POINT (-79.4370076 43.6367837)
,,Toronto,,,,,,15,6240358432,43.6476650,-79.4202532,United Drug Mart,,,,+1-416-533-8511,,,Ossington Avenue,,,POINT (-79.4202532 43.647665)
,,Toronto,,,,,"Mo-Fr 09:30-18:30, Sa 09:30-14:00",1168A,6240358483,43.6494719,-79.4219182,Well.ca Pharmacy,,,,,,,Dundas Street West,,,POINT (-79.42191819999999 43.6494719)
,Rexall,,,yes,,,"Mo-Fr 07:00-22:00; Sa,Su 09:00-20:00",48,6294585477,43.6479288,-79.3775319,Rexall,,,,+1-416-366-4355,M5E 1G6,,Yonge Street,,,POINT (-79.37753189999999 43.6479288)
,I.D.A.,,,,,,,290,6302674400,43.6346464,-79.5624720,I.D.A.,,,,,,,The West Mall,,,POINT (-79.562472 43.6346464)
,,,,,,,,4335,6302684165,43.6309011,-79.5758488,Markland Woods Pharmacy,,,,,,,Bloor Street West,,,POINT (-79.5758488 43.6309011)
,,,,,,,,3101,6304924273,43.6462414,-79.5154662,Cosmo Pharmacy,,,,,,,Bloor Street West,,,POINT (-79.51546620000001 43.6462414)
Meds Canadian Compounding Pharmacy,,,,,,,,2920,6306324884,43.6484278,-79.5072017,Meds,,,,+1-416-239-3566,,,Bloor Street West,https://www.medspharmacy.ca/canadian-compounding-pharmacy,,POINT (-79.5072017 43.6484278)
,,,,,,,,1500,6307475018,43.6922451,-79.5318827,Drugtown Pharmacy,,,,,,,Royal York Road,,,POINT (-79.5318827 43.6922451)
,,,,,,,,1451,6307488792,43.6868698,-79.5280391,Trillium Drug Mart,,,,,,,Royal York Road,,,POINT (-79.5280391 43.6868698)
,,,,yes,,,,,6310367716,43.6323024,-79.5521098,Cloverdale Pharmacy,,,,,,,,,,POINT (-79.5521098 43.6323024)
,,,,,,,,140,6314606860,43.6856004,-79.5237409,La Rose Pharmacy,,,,,,,La Rose Avenue,,,POINT (-79.52374090000001 43.6856004)
,,,,,,,,320,6315140373,43.6822729,-79.5104264,Metro Drugs,,,,,,,Scarlett Road,,,POINT (-79.5104264 43.6822729)
,,,,yes,,,,,6318936243,43.6970474,-79.5440998,Westown Pharmacy,,,,,,,,,,POINT (-79.5440998 43.6970474)
,Shoppers Drug Mart,,,yes,,,,25,6323429364,43.6117441,-79.5566965,Shoppers Drug Mart,,,,,,,The West Mall,,,POINT (-79.5566965 43.6117441)
,,,,yes,,,,,6324242327,43.6890840,-79.5423459,Westway Pharmacy,,,,,,,,,,POINT (-79.5423459 43.689084)
,,,,,,,,,6325961208,43.6399245,-79.4463591,Sunnyside Medical Pharmacy,,,,+1-416-537-3777,,,,,,POINT (-79.4463591 43.6399245)
,,Toronto,,yes,,,,15,6325961215,43.6393470,-79.4461271,B&A Medical Pharmacy,,,,+1-416-537-4101,,,Roncesvalles Avenue,,,POINT (-79.4461271 43.639347)
,,Toronto,,,,,,2333,6328178479,43.6559257,-79.4525161,Bloor-Dundas Pharmacy,,,,,,,Dundas Street West,,,POINT (-79.4525161 43.6559257)
,,,,,,,,,6328178813,43.6549505,-79.4495147,Loblaws,,,,,,,,,,POINT (-79.44951469999999 43.6549505)
,,,,,,,,,6328178819,43.6543887,-79.4517289,Datu's Pharmacy,,,,+1-416-588-4559,,,,,,POINT (-79.45172890000001 43.6543887)
,,,,yes,,,,,6328248453,43.7162625,-79.5538096,Procare Pharmacy,,,,,,,,,,POINT (-79.55380959999999 43.7162625)
,PharmaChoice,,,,,,,500,6332267982,43.7212060,-79.5999572,PharmaChoice,,,,,,,Rexdale Boulevard,,,POINT (-79.59995720000001 43.721206)
Islington Pharmacy,I.D.A.,,,yes,,,,,6333655992,43.7234815,-79.5598478,I.D.A.,,,,,,,,,,POINT (-79.5598478 43.7234815)
Kipling Heights Pharmacy,PharmaChoice,,,yes,,,,,6333707749,43.7289257,-79.5737522,PharmaChoice,,,,,,,,,,POINT (-79.5737522 43.7289257)
,,,,yes,,,,,6334287540,43.7415920,-79.5894623,Albion-Finch Pharmacy,,,,,,,,,,POINT (-79.58946229999999 43.741592)
Rexdale Pharmacy,Pharmasave,,,yes,,,,1620,6334287545,43.7419360,-79.5916440,Pharmasave,,,,,,,Albion Road,,,POINT (-79.591644 43.741936)
,,,,yes,,,,,6334374226,43.7505967,-79.5861478,Grace Pharmacy,,,,,,,,,,POINT (-79.58614780000001 43.7505967)
,,,,yes,,,,,6334374236,43.7507629,-79.5842109,Kipling Medical Pharmacy,,,,,,,,,,POINT (-79.5842109 43.7507629)
,,,,yes,,,,,6334392485,43.7567857,-79.5893594,Shih Pharmacy,,,,,,,,,,POINT (-79.58935940000001 43.7567857)
,,,,yes,,,,,6334466324,43.7350675,-79.6023300,Westmore Pharmacy,,,,,,,,,,POINT (-79.60232999999999 43.7350675)
,,,,yes,,,,,6334482675,43.7352684,-79.6057335,Total Health Pharmacy,,,,,,,,,,POINT (-79.6057335 43.7352684)
,,Toronto,,,,,,836,6340610368,43.6625475,-79.4237464,Ossington Medical Pharmacy,,,,+1-416-516-9998,,,Bloor Street West,,,POINT (-79.4237464 43.6625475)
,Shoppers Drug Mart,Toronto,,,,,,958,6340806340,43.6614900,-79.4285459,Shoppers Drug Mart,,,,,,,Bloor Street West,,,POINT (-79.4285459 43.66149)
Guardian Bloorcourt Pharmacy,Guardian,Toronto,,,,,,936,6340806372,43.6616598,-79.4277084,Guardian,,,,,,,Bloor Street West,,,POINT (-79.4277084 43.6616598)
,,,,yes,,,,2105,6340988709,43.7023913,-79.5233832,Central Weston Pharmacy,,,,,,,Weston Road,,,POINT (-79.5233832 43.7023913)
,,,,yes,,,,,6340988723,43.7014397,-79.5214787,Total Health Pharmacy,,,,,,,,,,POINT (-79.5214787 43.7014397)
,,,,yes,,,,,6341008990,43.7011757,-79.5173473,Associated Pharmacists,,,,,,,,,,POINT (-79.5173473 43.7011757)
Westlaw Pharmacy,Guardian,,,yes,,,,,6341009003,43.7003660,-79.5174344,Guardian,,,,,,,,,,POINT (-79.5174344 43.700366)
,,,,yes,,,,,6341020722,43.6997951,-79.5184434,River Hll Pharmacy,,,,,,,,,,POINT (-79.5184434 43.6997951)
,,Toronto,,,,,,1640,6342119001,43.6556336,-79.4564275,Parkside Remedy's RX,,,,,,,Bloor Street West,,,POINT (-79.4564275 43.6556336)
,,,,yes,,,,,6342147271,43.6890501,-79.4958161,Weston Jane Pharmacy,,,,,,,,,,POINT (-79.4958161 43.6890501)
,,Toronto,,,,,,849,6343511089,43.6622783,-79.4237018,Bloor Street Pharmacy,,,,+1-416-537-4649,,,Bloor Street West,https://www.bloorstpharmacy.com/,,POINT (-79.4237018 43.6622783)
,Shoppers Drug Mart,,,,,,,,6347654889,43.6666823,-79.4474682,Shoppers Drug Mart,,,,,,,,,,POINT (-79.4474682 43.6666823)
,,,,yes,,,,,6348433227,43.7384219,-79.5399796,Weston Care Pharmacy,,,,,,,,,,POINT (-79.5399796 43.7384219)
,,,,yes,,,,,6348493746,43.7512863,-79.5442910,Discount Drugs,,,,,,,,,,POINT (-79.544291 43.7512863)
,,,,yes,,,,,6348638707,43.7514593,-79.5431609,Finch Weston Pharmacy,,,,,,,,,,POINT (-79.5431609 43.7514593)
,,,,yes,,,,,6348659397,43.7527999,-79.5406622,Sherbourne Pharmacy & Medical Clinic,,,,,,,,,,POINT (-79.5406622 43.7527999)
,,,,,,,,,6349823731,43.6571710,-79.4032815,Raxlan Pharmacy,,,,,,,,,,POINT (-79.40328150000001 43.657171)
,,,,yes,,,,,6350077603,43.7497691,-79.5499658,Main Drug Mart,,,,,,,,,,POINT (-79.5499658 43.7497691)
St. Joseph Pharmacy,I.D.A.,,,yes,,,,,6352773235,43.7563403,-79.5695087,I.D.A.,,,,,,,,,,POINT (-79.5695087 43.7563403)
,,,,yes,,,,,6352773262,43.7579027,-79.5706153,Humber Summit Pharmacy,,,,,,,,,,POINT (-79.5706153 43.7579027)
,,,,yes,,,,,6357163309,43.7192126,-79.5075559,Jane Wilson Pharmacy,,,,,,,,,,POINT (-79.5075559 43.7192126)
,,,,yes,,,,,6357407735,43.7053233,-79.5047809,Jane Pharmacy,,,,,,,,,,POINT (-79.5047809 43.7053233)
,,,,yes,,,,,6359314421,43.6990544,-79.5024908,The Pharmacy Network,,,,,,,,,,POINT (-79.5024908 43.6990544)
,Guardian,,,yes,,,,,6359374081,43.6775410,-79.4957255,Guardian,,,,,,,,,,POINT (-79.49572550000001 43.677541)
,,,,yes,,,,,6359375691,43.6771889,-79.4945704,Jane Park Pharmacy,,,,,,,,,,POINT (-79.4945704 43.6771889)
,,,,,,,,,6365262314,43.6492885,-79.4837082,Action Pharmacy,,,,+1-416-766-2401,,,,,,POINT (-79.4837082 43.6492885)
,,,,yes,,,,,6367927561,43.7386511,-79.5120747,Pharmatrust,,,,,,,,,,POINT (-79.5120747 43.7386511)
,,,,yes,,,,,6367927581,43.7398557,-79.5143128,Sav-On Drug Mart,,,,,,,,,,POINT (-79.5143128 43.7398557)
,,,,yes,,,,,6368030228,43.7413024,-79.5141777,Homa Pharmacy,,,,,,,,,,POINT (-79.5141777 43.7413024)
,,,,yes,,,,,6369405377,43.7483342,-79.5159070,Jane Central Pharmacy,,,,,,,,,,POINT (-79.515907 43.7483342)
,,,,yes,,,,,6369405384,43.7518681,-79.5154072,Super Care Pharmacy,,,,,,,,,,POINT (-79.5154072 43.7518681)
,I.D.A.,,,yes,,,,1,6370871231,43.7588292,-79.5198799,I.D.A.,,,,,,,York Gate Boulevard,,,POINT (-79.51987990000001 43.7588292)
,Rexall,,,yes,,,,,6371265833,43.7696221,-79.5211099,Rexall,,,,,,,,,,POINT (-79.5211099 43.7696221)
,,,,,,,,,6376106530,43.6495340,-79.4405629,No Frills Pharmacy,,,,,,,,,,POINT (-79.4405629 43.649534)
,,Toronto,,,,,,2209-2215,6382229190,43.6510813,-79.4758970,The Healing Source Pharmacy,,,,+1-416-769-1717,,,Bloor Street West,http://healingsourcepharmacy.ca/,,POINT (-79.475897 43.6510813)
Guardian Unicare Pharmacy,Guardian,,,,,,,,6386821112,43.5982052,-79.5179178,Guardian,,,,,,,,,,POINT (-79.51791780000001 43.5982052)
,,,,,,,,,6396195243,43.6302706,-79.4764388,Medicine Cabinet Pharmacy,,,,,,,,,,POINT (-79.4764388 43.6302706)
,,,,,,,,,6401671402,43.6883264,-79.3001975,Danforth Main Pharmacy,,,,,,,,,,POINT (-79.3001975 43.6883264)
,,,,,,,Mo-Th 09:00-20:30; Fr 09:00-17:30; Sa 09:00-12:00,,6418586552,43.6480833,-79.5054777,Prince Edward Pharmacy,,,,+1-647-748-3331,,,,,,POINT (-79.5054777 43.6480833)
,Guardian,,,,,,,,6444340003,43.6196133,-79.5486063,Guardian,,,,+1-416-255-4500,,,,https://www.guardian-ida-pharmacies.ca/en/ontario/etobicoke/etobicoke-clinic-guardian-pharmacy-7023212,,POINT (-79.5486063 43.6196133)
,,Toronto,,yes,,,,100,6481885104,43.6398915,-79.4176930,Metro Pharmacy,,,,,,,Lynn Williams Street,,yes,POINT (-79.417693 43.6398915)
,,Toronto,,,,,,200,6483208721,43.6503196,-79.3972921,Cadence Health Centre,,,,,,,Spadina Avenue,,,POINT (-79.3972921 43.6503196)
,,,,,,,Mo-Fr 09:00-21:00; Sa 09:00-19:00; Su 09:00-18:00,,6489624296,43.6439443,-79.5596597,Loblaws Pharmacy,,,,,,,,,,POINT (-79.5596597 43.6439443)
,,,,yes,,,,,6491200595,43.6653227,-79.4739317,Junction Chemist,,,,,,,,,,POINT (-79.47393169999999 43.6653227)
,,,,,,,,,6491497038,43.6305677,-79.4806042,Sobeys Pharmacy,,,,,,,,,,POINT (-79.4806042 43.6305677)
,,,,yes,,,,1460,6493366619,43.6407729,-79.4363396,Vina Pharmacy,,,,,,,Queen Street West,,,POINT (-79.4363396 43.6407729)
,Guardian,,,,,,,,6512005433,43.6452287,-79.5222482,Guardian,,,,,,,,,,POINT (-79.52224820000001 43.6452287)
,,,,,,,,,6533178797,43.6551315,-79.4149377,Medi-Place Pharmacy,,,,+1-416-588-8780,,,,,,POINT (-79.4149377 43.6551315)
,,,,yes,,,,,6538354257,43.7685166,-79.5207057,Jane Shoreham Pharmacy,,,,,,,,,,POINT (-79.52070569999999 43.7685166)
Lily Pharmacy,I.D.A.,,,yes,,,,,6538387678,43.7404264,-79.5121775,I.D.A.,,,,,,,,,,POINT (-79.51217750000001 43.7404264)
Sheridan Pharmacy,I.D.A.,,,yes,,,,1700,6538401882,43.7212506,-79.5115024,I.D.A.,,,,,,,Wilson Avenue,,,POINT (-79.5115024 43.7212506)
,,,,yes,,,,,6538429453,43.7193837,-79.5118626,Beverly Hills Pharmacy,,,,,,,,,,POINT (-79.5118626 43.7193837)
,,,,yes,,,,,6543870206,43.7278410,-79.4781272,Humber Pharmacy,,,,,,,,,,POINT (-79.4781272 43.727841)
,,,,yes,,,,,6543870353,43.7266557,-79.4804194,Wilson Compounding Pharmacy,,,,,,,,,,POINT (-79.4804194 43.7266557)
,Shoppers Drug Mart,,,yes,,,,6464,6545238879,43.7962643,-79.4223893,Shoppers Drug Mart,,,,,,,Yonge Street,,,POINT (-79.42238930000001 43.7962643)
Pharmacare Pharmacy,I.D.A.,,,yes,,,,,6545539573,43.7304801,-79.4684988,I.D.A.,,,,,,,,,,POINT (-79.46849880000001 43.7304801)
,Pharmasave,,,yes,,,,,6545575948,43.7307731,-79.4673020,Pharmasave,,,,,,,,,,POINT (-79.467302 43.7307731)
,,,,yes,,,,,6545586946,43.7314854,-79.4639590,Nhatrang Drug Mart,,,,,,,,,,POINT (-79.463959 43.7314854)
,Pharmasave,,,,,,,,6548256889,43.6413570,-79.3997169,Pharmasave,,,,,,,,,,POINT (-79.3997169 43.641357)
,,,,yes,,,,,6548584914,43.7138302,-79.4539004,John & Jack Pharmacy,,,,,,,,,,POINT (-79.45390039999999 43.7138302)
,,,,yes,,,,,6549482186,43.7086175,-79.4539980,Glen Park Pharmacy,,,,,,,,,,POINT (-79.453998 43.7086175)
,,,,yes,,,,,6549549787,43.7025054,-79.4530326,Briarhill Pharmacy,,,,,,,,,,POINT (-79.4530326 43.7025054)
,,,,yes,,,,,6549739309,43.6961992,-79.4486202,Eglinton Discount Drugs,,,,,,,,,,POINT (-79.44862019999999 43.6961992)
,,,,yes,,,,,6549779026,43.6960642,-79.4478358,Northcliffe Pharmacy,,,,,,,,,,POINT (-79.44783579999999 43.6960642)
,,,,yes,,,,,6551628755,43.6584108,-79.4083371,St. George Drug Mart,,,,,,,,,,POINT (-79.4083371 43.6584108)
,,,,yes,,,,,6551673028,43.6392399,-79.3997576,Bloom Pharmacy,,,,,,,,,,POINT (-79.3997576 43.6392399)
,Shoppers Drug Mart,,,yes,,,,1090,6552019216,43.6401924,-79.4219751,Shoppers Drug Mart,,,,,,,King Street West,https://www1.shoppersdrugmart.ca/en/store-locator/store/1005,,POINT (-79.4219751 43.6401924)
,,,,,,,,,6554662244,43.7514149,-79.5998291,Silverstone Pharmacy,,,,,,,,,,POINT (-79.59982909999999 43.7514149)
,,,,,,,,,6554677018,43.7441103,-79.6045518,Albion Drug Store,,,,,,,,,,POINT (-79.6045518 43.7441103)
,Shoppers Drug Mart,,,yes,,,,,6589755225,43.7761649,-79.2572582,Shoppers Drug Mart,,,,,,,,,,POINT (-79.2572582 43.7761649)
Kanan's Pharmacy,Guardian,,,yes,,,,,6592650704,43.7435559,-79.2146648,Guardian,,,,,,,,,,POINT (-79.21466479999999 43.7435559)
,,,,yes,,,,,6593325672,43.7439189,-79.2179057,Supercare Pharmacy,,,,,,,,,,POINT (-79.2179057 43.7439189)
,,,,yes,,,,,6593940948,43.7429765,-79.2210700,Best Care Village Pharmacy,,,,,,,,,,POINT (-79.22107 43.7429765)
,,,,yes,,,,,6593958409,43.7455772,-79.2204511,Sunrise Pharmacy,,,,,,,,,,POINT (-79.22045110000001 43.7455772)
,,,,yes,,,,,6594582090,43.7617613,-79.2266083,,,,,,,,,,,POINT (-79.2266083 43.7617613)
,,,,yes,,,,,6594592580,43.7674900,-79.2287982,Apothe,,,,,,,,,,POINT (-79.2287982 43.76749)
,Remedy'sRx,,,yes,,,,,6600812035,43.7584331,-79.2337994,Remedy'sRx,,,,,,,,,,POINT (-79.2337994 43.7584331)
