Brand,City,Country,Email,Hours,House_Number,ID,Latitude,Longitude,Name,Phone Number,Postal_Code,Province,Street,Website,Wheelchair,geometry
,,,,,,2179189397,43.6005503,-79.5177913,Tom's Milk,,,,,,,POINT (-79.5177913 43.6005503)
,Toronto,,,,1210,2286832900,43.6593525,-79.4385490,Five Star Variety,,,,Bloor Street West,,,POINT (-79.43854899999999 43.6593525)
,,,,,,2293718928,43.6625741,-79.4712317,High Park Variety,,,,,,,POINT (-79.4712317 43.6625741)
,Toronto,,rabbaitems@rabba.com,,126,2323251362,43.6491263,-79.3869930,Rabba Marché,+1-416-977-5463,,,Simcoe Street,http://www.rabba.com/,,POINT (-79.386993 43.6491263)
,Etobicoke,,,,408,2346786763,43.6947994,-79.5582953,Husky,,,,Dixon Road,,,POINT (-79.5582953 43.6947994)
,,,,,,2346786893,43.6940915,-79.5582375,Petro-Canada,,,,,,,POINT (-79.5582375 43.6940915)
Circle K,Toronto,,,,952,2353603186,43.6421748,-79.4126227,Circle K,,M6K 1E4,,King Street West,,,POINT (-79.4126227 43.6421748)
,Etobicoke,,,,2125,2359601034,43.6270051,-79.4788563,Rabba Fine Foods,,,,Lake Shore Boulevard West,,,POINT (-79.4788563 43.6270051)
,,,,,,2363378222,43.7847619,-79.1868912,INS Market,,,,,,,POINT (-79.18689120000001 43.7847619)
,,,,Mo-Su 10:00-10:00,,2384477952,43.7626936,-79.5020368,CONVENIENCE STORE,,,,,,,POINT (-79.5020368 43.7626936)
Circle K,Toronto,,,,2240,2405780606,43.6511066,-79.4770688,Circle K,,M6S 1N6,,Bloor Street West,,yes,POINT (-79.4770688 43.6511066)
,Toronto,,,,2428,2405832064,43.6496035,-79.4839380,Jabez Gift & Variety,,,,Bloor Street West,,yes,POINT (-79.48393799999999 43.6496035)
Shell Select,,,,,,2414003048,43.6372770,-79.5397513,Shell Select,,,,,,,POINT (-79.53975130000001 43.637277)
,,,,,,2422123112,43.7450335,-79.4065141,Gateway Newsstands/Public Mobile,,,,,,,POINT (-79.4065141 43.7450335)
7-Eleven,,,,,,2427130105,43.6571516,-79.3814325,7-Eleven,,,,,https://www.7-eleven.com/,,POINT (-79.3814325 43.6571516)
,,,,,,2441951110,43.6689468,-79.4853918,,,,,,,,POINT (-79.4853918 43.6689468)
,,,,,,2470436115,43.7939280,-79.3309778,,,,,,,,POINT (-79.3309778 43.793928)
,,,,,,2478427777,43.7228861,-79.3390684,Circle K,,,,,,,POINT (-79.3390684 43.7228861)
Daisy Mart,,,,,,2517760685,43.7962900,-79.4192039,Daisy Mart,,,,,,,POINT (-79.4192039 43.79629)
,,,,,,2534750300,43.6818971,-79.4710185,Home Ward,,,,,,,POINT (-79.4710185 43.6818971)
,,,,,,2534750306,43.6805820,-79.4718661,Portugal Variety,,,,,,,POINT (-79.4718661 43.680582)
,,,,,,2535397427,43.6799588,-79.4172258,Green Farms,+1-416-532-6622,,,,,,POINT (-79.4172258 43.6799588)
,,,,,,2546385044,43.6834297,-79.3241221,Double-D-Store,,,,,,,POINT (-79.3241221 43.6834297)
,,,,,,2546385045,43.6841377,-79.3208203,Mimi's Convenience Dollar Discount,,,,,,,POINT (-79.32082029999999 43.6841377)
,,,,,,2547436272,43.7671758,-79.3682863,IKEA Swedish Food Market,,,,,,,POINT (-79.36828629999999 43.7671758)
,,,,,,2547520857,43.7895369,-79.4172234,Convenient Store,,,,,,,POINT (-79.4172234 43.7895369)
,,,,,,2547520872,43.7909852,-79.4178277,PARS Food,,,,,,,POINT (-79.4178277 43.7909852)
,,,,,,2547670063,43.7914460,-79.4179457,Arzon Food Market,,,,,,,POINT (-79.4179457 43.791446)
,,,,,,2558370241,43.6497316,-79.4353649,Brockton Discount Centre,,,,,,,POINT (-79.4353649 43.6497316)
,,,,,,2558957630,43.6495898,-79.4334529,Sun Milk,,,,,,,POINT (-79.43345290000001 43.6495898)
,,,,,,2558957633,43.6495869,-79.4333624,Multiple Organics,,,,,,,POINT (-79.43336239999999 43.6495869)
,,,,closed,,2559465212,43.7577037,-79.4090341,Pet Value,,,,,,,POINT (-79.4090341 43.7577037)
,Toronto,,,,75,2562080189,43.6399418,-79.4186030,Convenience K,,,,Hanna Avenue,,,POINT (-79.418603 43.6399418)
,,,,,,2570596056,43.6811636,-79.4291602,Arlington Super Variety,,,,,,,POINT (-79.4291602 43.6811636)
,,,,,,2570609277,43.6798049,-79.4356362,Mac's,,,,,http://www.macs.ca/,,POINT (-79.4356362 43.6798049)
,,,,,,2580208958,43.6470161,-79.4236163,Nobrega's Variety and Grocery,,,,,,,POINT (-79.42361630000001 43.6470161)
,,,,,,2592006292,43.6434160,-79.3821617,New York News,,,,,,,POINT (-79.3821617 43.643416)
,,,,,,2611249746,43.7850592,-79.2779473,Choice 88,,,,,,,POINT (-79.27794729999999 43.7850592)
,,,,,,2622758470,43.7942276,-79.3295679,Mac's,,,,,http://www.macs.ca/,,POINT (-79.3295679 43.7942276)
,,,,,,2626674270,43.6614854,-79.3387856,Boston Discount Store,,,,,,,POINT (-79.33878559999999 43.6614854)
,,,,,,2684479321,43.6617013,-79.3695460,Stanley's Variety,,,,,,,POINT (-79.369546 43.6617013)
,,,,,,2694729226,43.6951776,-79.3429130,7-Eleven,,,,,https://www.7-eleven.com/,,POINT (-79.342913 43.6951776)
,,,,,,2694730111,43.6931866,-79.3422632,Donlands Convenience,,,,,,,POINT (-79.3422632 43.6931866)
,,,,,,2694734668,43.6893395,-79.3407472,Shopping Basket,,,,,,,POINT (-79.3407472 43.6893395)
,,,,,,2711781515,43.6921105,-79.4403261,Sam's Food Stores,,,,,,,POINT (-79.44032609999999 43.6921105)
,Toronto,,,,133,2721213096,43.6502826,-79.3848648,Canar Gifts,,,,Richmond Street West,,,POINT (-79.3848648 43.6502826)
,,,,,,2764633123,43.6495673,-79.3655213,Royal Foodland,,,,,,,POINT (-79.3655213 43.6495673)
,Toronto,,,,252,2765984532,43.6498420,-79.3642120,,,,,The Esplanade,,,POINT (-79.36421199999999 43.649842)
,,,,,,2777516041,43.6024004,-79.5450215,Select Food Store,,,,,,,POINT (-79.5450215 43.6024004)
,,,,,,2781432154,43.6497917,-79.4359507,Macs Cigarette Store,,,,,,,POINT (-79.43595070000001 43.6497917)
,Toronto,,,,1555,2781439872,43.6496835,-79.4338009,Kevin's Convenience,,,,Dundas Street West,,,POINT (-79.43380089999999 43.6496835)
,,,,,,2782450914,43.6654337,-79.4787979,Star Convenience,,,,,,,POINT (-79.4787979 43.6654337)
,,,,,,2783542157,43.7158274,-79.4440363,Gateway Newsstands,,,,,,,POINT (-79.44403629999999 43.7158274)
,,,,,,2783830650,43.7802046,-79.4163970,J Mart,,,,,,,POINT (-79.416397 43.7802046)
,,,,,,2792720076,43.6593127,-79.4433342,AGP Mart,,,,,,,POINT (-79.4433342 43.6593127)
,,,,,,2792969588,43.6538751,-79.3907721,Grange Lottery & News,,,,,,,POINT (-79.39077210000001 43.6538751)
,,,,,,2795566334,43.7869989,-79.2578339,Select,,,,,,,POINT (-79.25783389999999 43.7869989)
,,,,,,2796382269,43.6599817,-79.4089013,Three Star Variety,,,,,,,POINT (-79.4089013 43.6599817)
,Toronto,,,,55,2801514215,43.6872871,-79.3968873,Prime Gifts & Convenience,,,,St. Clair Avenue West,,,POINT (-79.3968873 43.6872871)
,,,,,,2808804101,43.6560554,-79.3895265,,,,,,,,POINT (-79.3895265 43.6560554)
,,,,,,2814024402,43.6782238,-79.4410508,Tony's Variety,,,,,,,POINT (-79.4410508 43.6782238)
,,,,,,2814028501,43.6790531,-79.4388483,Video Games & Variety,,,,,,,POINT (-79.4388483 43.6790531)
,,,,,,2819317442,43.6654025,-79.4734267,Dundas Variety,,,,,,,POINT (-79.4734267 43.6654025)
,,,,,,2819495356,43.6616372,-79.4907000,,,,,,,,POINT (-79.4907 43.6616372)
,,,,,,2819797457,43.6652673,-79.4621269,Henry's Variety,,,,,,,POINT (-79.4621269 43.6652673)
,,,,,,2826993501,43.6454610,-79.3777081,Gateway on the GO,,,,,,,POINT (-79.37770810000001 43.645461)
,,,,,,2833168701,43.6724579,-79.3216725,Kohinoor Foods,,,,,,,POINT (-79.32167250000001 43.6724579)
,,,,,,2842149018,43.7619397,-79.3167374,Bros. Convenience,,,,,,,POINT (-79.31673739999999 43.7619397)
,Toronto,,,,603,2846395161,43.6766648,-79.4114419,Lucky Mini Mart,,,,Davenport Road,,,POINT (-79.4114419 43.6766648)
,,,,24/7,,2848635935,43.6427386,-79.4249640,Ready GO Convenience,,,,,,,POINT (-79.424964 43.6427386)
Circle K,,,,,,2860308101,43.6299015,-79.4876248,Circle K,,,,,,,POINT (-79.48762480000001 43.6299015)
,,,,,,2864373496,43.6237241,-79.5156943,Circle K,,,,,,,POINT (-79.51569430000001 43.6237241)
,,,,Mo-Su 08:00-22:03,,2880876216,43.6153685,-79.4976849,Shop 'N Go,,,,,,,POINT (-79.4976849 43.6153685)
,,,,,,2882080923,43.6149410,-79.4981487,XTR A&A Convenience,,,,,,,POINT (-79.4981487 43.614941)
,,,,,,2883512347,43.6486120,-79.5286478,Neighbour's Fine Foods,,,,,,,POINT (-79.5286478 43.648612)
,,,,,,2883887901,43.6775879,-79.4958000,Mac's,,,,,http://www.macs.ca/,,POINT (-79.4958 43.6775879)
,,,,,,2884427975,43.7737879,-79.3407269,Forest Convenience,,,,,,,POINT (-79.34072690000001 43.7737879)
,,,,,,2887790415,43.6670985,-79.3933845,Gateway Newsstands,,,,,,,POINT (-79.3933845 43.6670985)
,,,,,,2898392608,43.6596195,-79.3662334,Bob's Convenience,,,,,,,POINT (-79.3662334 43.6596195)
,Toronto,,,Mo-Fr 07:00-18:00; Sa-Su off,1,2900120001,43.6421903,-79.3745923,INS Market,,,,Yonge Street,,,POINT (-79.3745923 43.6421903)
,,,,,,2901438753,43.6716157,-79.4930961,Wonderfood,,,,,,,POINT (-79.4930961 43.6716157)
,,,,,,2926829701,43.7321673,-79.2887721,Market Plus,,,,,,,POINT (-79.2887721 43.7321673)
,,,,,,2926909401,43.7141279,-79.3058792,Corner Shop,,,,,,,POINT (-79.30587920000001 43.7141279)
,,,,,,2928439072,43.7172819,-79.2938033,Every Day Variety,,,,,,,POINT (-79.29380329999999 43.7172819)
,,,,,,2971998020,43.6895406,-79.3414180,,,,,,,,POINT (-79.341418 43.6895406)
,Toronto,,,,140,3050752469,43.7127724,-79.3938159,Erskine Tuck Shop,,,,Erskine Avenue,,,POINT (-79.39381590000001 43.7127724)
On the Run,,,,,,3086591712,43.8042180,-79.3373264,On the Run,,,,,,,POINT (-79.33732639999999 43.804218)
,,,,,,3099829048,43.7495769,-79.5523314,Jay's Convenience,,,,,,,POINT (-79.5523314 43.7495769)
,,,,,,3099864453,43.7436221,-79.5825957,AVO Convenience,,,,,,,POINT (-79.5825957 43.7436221)
,,,,24/7,,3104852640,43.6485613,-79.3699944,Cheers Fine Foods,,,,,,yes,POINT (-79.3699944 43.6485613)
,,,,,,3157199405,43.6672805,-79.3731560,Becker's,,,,,,,POINT (-79.37315599999999 43.6672805)
,Toronto,,,,866,3231903524,43.6984661,-79.4065003,On the Run,,,,Avenue Road,,,POINT (-79.4065003 43.6984661)
,,,,,,3271181703,43.7467394,-79.2315686,,,,,,,,POINT (-79.2315686 43.7467394)
,,,,,,3306925589,43.6686557,-79.3723602,St. James Town Gift & Variety,,,,,,,POINT (-79.3723602 43.6686557)
,,,,,,3306925596,43.6709929,-79.3718939,Rose Park Tuck Shop,,,,,,,POINT (-79.3718939 43.6709929)
,,,,,,3306925620,43.6711721,-79.3752416,,,,,,,,POINT (-79.3752416 43.6711721)
,,,,,,3306925646,43.6711626,-79.3750259,Howard Convenience,,,,,,,POINT (-79.3750259 43.6711626)
,,,,,,3306925648,43.6714135,-79.3753946,RJ's Filipino Foodmart,,,,,,,POINT (-79.37539460000001 43.6714135)
,,,,,,3306925649,43.6714145,-79.3753349,Liyu Whole Food Store,,,,,,,POINT (-79.3753349 43.6714145)
,,,,,,3311069780,43.6689573,-79.3821066,Town Star Convenience,,,,,,,POINT (-79.3821066 43.6689573)
,,,,,,3329263290,43.7864522,-79.4705573,On the Run,,,,,,,POINT (-79.4705573 43.7864522)
,,,,,,3364858032,43.6677327,-79.4900762,Snack Shop,,,,,,,POINT (-79.4900762 43.6677327)
,,,,,,3388208267,43.6817661,-79.4722699,,,,,,,,POINT (-79.4722699 43.6817661)
,,,,,,3388226612,43.6823919,-79.4721074,,,,,,,,POINT (-79.4721074 43.6823919)
,,,,,,3397681080,43.6504016,-79.4402935,,,,,,,,POINT (-79.4402935 43.6504016)
,Etobicoke,,,Mo-Fr 07:30-21:00; Sa 08:30-21:00; Su 09:00-19:00,2141,3405891058,43.7196561,-79.5694736,Jug City,,M9W 4K8,,Kipling Avenue,,,POINT (-79.56947359999999 43.7196561)
,,,,,,3425624506,43.6582422,-79.3390386,Gales Snack bar,,,,,,no,POINT (-79.33903859999999 43.6582422)
,,,,,,3425955426,43.7921972,-79.1559625,Gabby's Express,,,,,,,POINT (-79.1559625 43.7921972)
Circle K,,,,,,3426172630,43.6323707,-79.5453984,Circle K,,,,,,,POINT (-79.5453984 43.6323707)
,,,,,,3427063375,43.6787706,-79.4741337,Welcome Variety & Lotto,,,,,,,POINT (-79.4741337 43.6787706)
,,,,24/7,,3427074390,43.6807898,-79.4754337,,,,,,,,POINT (-79.4754337 43.6807898)
,,,,,,3434604993,43.6701467,-79.4660836,Convenience Store,,,,,,,POINT (-79.4660836 43.6701467)
,Toronto,,,,1310,3435195517,43.6585109,-79.4425756,Hasty Market,,,,Bloor Street West,,,POINT (-79.4425756 43.6585109)
,,,,,,3460311002,43.6897920,-79.2911399,Mini Variety,,,,,,,POINT (-79.2911399 43.689792)
,,,,24/7,,3460316093,43.6907876,-79.2877977,Circle K,,,,,,,POINT (-79.2877977 43.6907876)
,,,,,,3460762684,43.6913375,-79.2891812,Bestco Convenience,,,,,,,POINT (-79.2891812 43.6913375)
,,,,,,3470511925,43.6416563,-79.3774803,INS Market,,,,,,,POINT (-79.3774803 43.6416563)
,,,,,,3473846040,43.7525137,-79.2641684,Convenience,,,,,,,POINT (-79.2641684 43.7525137)
,,,,,,3473924838,43.7513432,-79.2642861,On the Run,,,,,,,POINT (-79.26428610000001 43.7513432)
,Toronto,,,,390,3477659573,43.6384669,-79.3902507,Queen's Quay Convenience,,M5V 3A6,,Queens Quay West,,,POINT (-79.3902507 43.6384669)
,,,,,,3479310674,43.7313789,-79.5999657,West Indian Grocery,,,,,,,POINT (-79.5999657 43.7313789)
,,,,,,3479318591,43.7311589,-79.5998569,Sunrise Food Fair,,,,,,,POINT (-79.59985690000001 43.7311589)
,,,,,,3479333980,43.7310901,-79.6009226,Adepa African Grocery,,,,,,,POINT (-79.6009226 43.7310901)
Circle K,,,,,,3479333984,43.7311682,-79.6006209,Circle K,,,,,,,POINT (-79.6006209 43.7311682)
,,,,,,3484654270,43.7135320,-79.3782066,Circle K,,,,,,,POINT (-79.3782066 43.713532)
,Etobicoke,,,,266,3494914031,43.6241313,-79.4898459,My Market,,,,Manitoba Street,,,POINT (-79.48984590000001 43.6241313)
,,,,,,3507187419,43.7912068,-79.2490194,Sunstore Convenience,,,,,,,POINT (-79.24901939999999 43.7912068)
,,,,,,3519817585,43.7143409,-79.3357948,Kitchen Food Fair,,,,,,yes,POINT (-79.3357948 43.7143409)
,,,,,,3519830592,43.7141781,-79.3344506,Gerry's,,,,,,yes,POINT (-79.3344506 43.7141781)
,,,,,,3534105349,43.6671833,-79.3453727,City Food Mart,,,,,,,POINT (-79.3453727 43.6671833)
,,,,,,3554929389,43.6492365,-79.3807539,Gateway Newsstands,,,,,,,POINT (-79.3807539 43.6492365)
,,,,,,3559875675,43.6562301,-79.3842169,Gateway Newsstands,,,,,,,POINT (-79.3842169 43.6562301)
,,,,,,3562198325,43.7351578,-79.3556554,On the Run,,,,,,,POINT (-79.3556554 43.7351578)
7-Eleven,,,,,,3579550486,43.7204181,-79.5137148,7-Eleven,,,,,https://www.7-eleven.com/,,POINT (-79.5137148 43.7204181)
,Toronto,,,,581,3587014127,43.6443951,-79.3996511,John's Mart,,M5V 1M1,,King Street West,,,POINT (-79.3996511 43.6443951)
,,,,,,3587014144,43.6499538,-79.3835371,INS Market,,,,,,,POINT (-79.3835371 43.6499538)
,,,,,,3592445923,43.7025848,-79.4401618,Mini-Mart,,,,,,,POINT (-79.4401618 43.7025848)
,,,,,,3601217652,43.8013621,-79.2003717,BK Variety,,,,,,,POINT (-79.20037170000001 43.8013621)
,,,,,,3648172017,43.7212870,-79.2365323,Variety,,,,,,,POINT (-79.23653229999999 43.721287)
,,,,,,3648181230,43.7259745,-79.2305148,Super Smoke & Gifts,,,,,,,POINT (-79.23051479999999 43.7259745)
,,,,,,3648186525,43.7272047,-79.2295731,Lucky Lotto Variety,,,,,,,POINT (-79.2295731 43.7272047)
,,,,,,3654927823,43.6095419,-79.5472450,Today's News Convenience,,,,,,,POINT (-79.547245 43.6095419)
,Toronto,,,,82,3670530409,43.6260832,-79.4772995,Variety Plus,,,,Marine Parade Drive,,,POINT (-79.4772995 43.6260832)
,,,,"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00",,3672015339,43.6298923,-79.4757451,Grenadier Convenience,,,,,,,POINT (-79.4757451 43.6298923)
,Toronto,,,,129,3676543711,43.6498490,-79.3698115,Market Place,,M5A 1E3,,Front Street East,,yes,POINT (-79.3698115 43.649849)
,,,,,,3733314766,43.6014490,-79.5013801,Dandy Convenience Store,+1-416-252-1773,,,,,,POINT (-79.50138010000001 43.601449)
,,,,,,3739744771,43.7695963,-79.2619580,,,,,,,,POINT (-79.26195800000001 43.7695963)
Shell Select,,,,,,3739748348,43.7770786,-79.2311353,Shell Select,,,,,,,POINT (-79.23113530000001 43.7770786)
Circle K,Scarborough,,,,1480,3739757327,43.7652259,-79.2814601,Circle K,,,,Kennedy Road,,,POINT (-79.2814601 43.7652259)
,,,,,,3755181742,43.6094701,-79.5490693,Sandown Market West,+1-416-259-8260,,,,,,POINT (-79.5490693 43.6094701)
,,,,,,3755247628,43.7392598,-79.2177402,M&M Convenience,,,,,,,POINT (-79.21774019999999 43.7392598)
,,,,,,3756247700,43.6966267,-79.2863559,,,,,,,,POINT (-79.2863559 43.6966267)
,,,,,,3763305787,43.7902942,-79.1957429,,,,,,,,POINT (-79.1957429 43.7902942)
,,,,,,3763471923,43.6890787,-79.2971771,,,,,,,,POINT (-79.2971771 43.6890787)
,,,,,,3789791479,43.6543140,-79.3374886,Circle K,,,,,,,POINT (-79.3374886 43.654314)
,,,,,,3789800645,43.7033759,-79.3632916,Circle K,,,,,,,POINT (-79.3632916 43.7033759)
,,,,,,3790322006,43.6698338,-79.3438462,Don's Convenience,,,,,,,POINT (-79.3438462 43.6698338)
,,,,,,3810607331,43.7715049,-79.2518711,On the Run,,,,,,,POINT (-79.2518711 43.7715049)
,,,,,,3816467134,43.7808322,-79.2473457,Green Spot Convenience,,,,,,,POINT (-79.2473457 43.7808322)
,,,,,,3818090773,43.6121339,-79.5417095,Belgian Grocery & Variety Store,,,,,,,POINT (-79.5417095 43.6121339)
,,,,,,3836778407,43.6681856,-79.5003241,,,,,,,,POINT (-79.5003241 43.6681856)
,,,,,,3836782457,43.6900614,-79.5761887,Select,,,,,,,POINT (-79.5761887 43.6900614)
,,,,,,3889812952,43.7354996,-79.5607896,Snack Shop,,,,,,,POINT (-79.56078960000001 43.7354996)
,,,,,,3891060516,43.7632210,-79.3183030,Super Stop,,,,,,,POINT (-79.318303 43.763221)
,,,,,,3895254563,43.6040590,-79.5360835,Delta Variety,,,,,,,POINT (-79.5360835 43.604059)
,,,,,,3896019586,43.7424855,-79.5948996,,,,,,,,POINT (-79.59489960000001 43.7424855)
,,,,,,3909486320,43.6604942,-79.5824774,Dollar Mahal plus Convenience,,,,,,,POINT (-79.5824774 43.6604942)
,,,,,,3909486330,43.6503711,-79.5801401,Renforth Smoke & Gift Shop,,,,,,,POINT (-79.58014009999999 43.6503711)
,,,,,,3917225120,43.7550271,-79.3516553,Variety Plus,,,,,,,POINT (-79.3516553 43.7550271)
,Toronto,,,,14A,3928028047,43.6432215,-79.3769647,HarbourView Convenience,,,,Harbour Street,,no,POINT (-79.3769647 43.6432215)
,,,,,,3930426866,43.7208023,-79.6132327,Hasty Market,,,,,,,POINT (-79.6132327 43.7208023)
Hasty Market,,,,,,3931418546,43.6417170,-79.5762015,Hasty Market,,,,,,,POINT (-79.5762015 43.641717)
,,,,,,3931422157,43.6414709,-79.5765800,e Convenience,,,,,,,POINT (-79.57658000000001 43.6414709)
,,,,,,3932381830,43.7206704,-79.5369265,Becker's,,,,,,,POINT (-79.53692650000001 43.7206704)
,,,,,,3949994211,43.6493470,-79.5488480,M&C Lucky Convenience,,,,,,,POINT (-79.54884800000001 43.649347)
,,,,,,3977952148,43.6485137,-79.6050783,A&D Convenience,,,,,,,POINT (-79.6050783 43.6485137)
,,,,,,3979920219,43.7660917,-79.3887987,On the Run,,,,,,,POINT (-79.3887987 43.7660917)
,,,,,,4013200606,43.7842880,-79.4467775,Delikatesy,,,,,,,POINT (-79.4467775 43.784288)
,Toronto,,,,566,4015549354,43.6673898,-79.3694062,Kalaimakal Convenience,,M4X 1P8,,Parliament Street,,no,POINT (-79.3694062 43.6673898)
,,,,,,4030020003,43.6446778,-79.5679891,West Mall Variety,,,,,,,POINT (-79.56798910000001 43.6446778)
,,,,,,4060797969,43.7783519,-79.3070657,Select,,,,,,,POINT (-79.3070657 43.7783519)
,,,,,,4060812075,43.7935831,-79.2381479,On the Run,,,,,,,POINT (-79.2381479 43.7935831)
,Toronto,,,,2300,4077386950,43.7068920,-79.3992228,Yonge-Eglinton Centre Postal Service and Variety,,,,Yonge Street,,yes,POINT (-79.3992228 43.706892)
,,,,,,4095621566,43.6473174,-79.3773207,Gateway Newstands,,,,,,yes,POINT (-79.3773207 43.6473174)
,,,,,,4111913315,43.7939378,-79.2400545,,,,,,,,POINT (-79.2400545 43.7939378)
Circle K,,,,,,4157587631,43.6360430,-79.3995000,Circle K,,,,,,yes,POINT (-79.3995 43.636043)
,,,,,,4177416983,43.7576545,-79.5188632,Circle K,,,,,,,POINT (-79.5188632 43.7576545)
,,,,,,4179854241,43.6233208,-79.4804926,Circle K,,,,,,,POINT (-79.48049260000001 43.6233208)
,,,,,,4192156786,43.6489147,-79.4048187,Carlton Convenience - Variety & Gifts,,,,,,,POINT (-79.40481870000001 43.6489147)
,,,,,,4196284820,43.7941339,-79.3312181,Select,,,,,,,POINT (-79.3312181 43.7941339)
,,,,,,4199001340,43.8060414,-79.2781550,Select,,,,,,,POINT (-79.278155 43.8060414)
,,,,,,4213952165,43.7177717,-79.2937801,,,,,,,,POINT (-79.29378010000001 43.7177717)
,,,,,,4214004249,43.7436695,-79.3043527,,,,,,,,POINT (-79.3043527 43.7436695)
,,,,,,4245225975,43.7099696,-79.5059902,Pelmo Mini Mart,,,,,,,POINT (-79.5059902 43.7099696)
,,,,,,4245233286,43.7076911,-79.5054665,George's Food Store,,,,,,,POINT (-79.5054665 43.7076911)
,,,,,,4245235158,43.7031360,-79.5040343,Lucky Smoke Gift Convenience,,,,,,,POINT (-79.5040343 43.703136)
,,,,,,4245247491,43.7012485,-79.5036770,Homeland West Indian Supermarket,,,,,,,POINT (-79.503677 43.7012485)
,,,,,,4253543841,43.6526374,-79.3629761,C Stores,,,,,,,POINT (-79.3629761 43.6526374)
,,,,,,4263822316,43.8277858,-79.2876880,,,,,,,,POINT (-79.287688 43.8277858)
,Toronto,,,,201,4315311829,43.6507787,-79.3698622,New Campus Variety,,M5A 1J5,,King Street East,,,POINT (-79.3698622 43.6507787)
,,,,,,4317376004,43.6398746,-79.4396529,Parkdale Milk and Variety,,,,,,,POINT (-79.4396529 43.6398746)
,,,,,,4320386624,43.6696698,-79.4927044,U-Save,,,,,,,POINT (-79.49270439999999 43.6696698)
,,,,,,4320388556,43.6705233,-79.4935142,Diaper & Gift Outlet,,,,,,,POINT (-79.49351420000001 43.6705233)
,,,,,,4320400408,43.6738495,-79.4948794,,,,,,,,POINT (-79.4948794 43.6738495)
On the Run,,,,,,4328179818,43.7558088,-79.3600762,On the Run,,,,,,,POINT (-79.36007619999999 43.7558088)
,,,,,,4328466818,43.7536106,-79.3593919,Super Stop Convenience,,,,,,,POINT (-79.35939190000001 43.7536106)
,,,,,,4331320337,43.6794554,-79.3902245,,,,,,,,POINT (-79.3902245 43.6794554)
,,,,,,4346730876,43.6690745,-79.4837478,Rocky Convenience,,,,,,,POINT (-79.4837478 43.6690745)
,,,,,,4368798490,43.6384464,-79.4007228,Am2Pm Express Market,,,,,,,POINT (-79.4007228 43.6384464)
,,,,,,4373039260,43.6729899,-79.2865637,Beach Place Variety,,,,,,,POINT (-79.2865637 43.6729899)
,,,,,,4382560315,43.6670197,-79.3448148,Arsema's Variety,,,,,,,POINT (-79.34481479999999 43.6670197)
,Etobicoke,,,,2140,4395552219,43.7190217,-79.5706839,Daisy Mart,,M9W 4K5,,Kipling Avenue,,,POINT (-79.57068390000001 43.7190217)
,,,,,,4405581396,43.6998846,-79.4315340,Uptown Variety,,,,,,,POINT (-79.431534 43.6998846)
,,,,,,4414106721,43.7008761,-79.5108922,,,,,,,,POINT (-79.5108922 43.7008761)
,,,,,,4414956898,43.7004826,-79.5168223,Tom's Variety,,,,,,,POINT (-79.5168223 43.7004826)
,,,,,972,4425991583,43.6680340,-79.4283359,Foto Grocery,+1-416-537-1664,,,Ossington Avenue,,,POINT (-79.42833589999999 43.668034)
,,,,,,4430831002,43.6390808,-79.3983075,Quik Shop,,,,,,,POINT (-79.3983075 43.6390808)
,,,,,,4431106091,43.6907291,-79.5766324,Dixon Convenience,,,,Dixon Road,,,POINT (-79.57663239999999 43.6907291)
,Toronto,,,,1431,4435701086,43.6403730,-79.4370233,Queen Supermarket,+1-416-534-0077,M6K 1M3,,Queen Street West,https://www.queensupermarket.net/,,POINT (-79.43702330000001 43.640373)
,,,,,,4475029982,43.6854335,-79.4378399,Peter's Variety,,,,,,,POINT (-79.4378399 43.6854335)
,,,,,,4477084884,43.6889329,-79.4321692,Fair Mart,,,,,,,POINT (-79.4321692 43.6889329)
,,,,,11721,4484927302,43.8007284,-79.1504807,sunshine variety,+1-416-287-1549,,,Sheppard Avenue East,,,POINT (-79.1504807 43.8007284)
,,,,,778,4493421923,43.6585373,-79.4875183,Canary & Fox Micro Market,,,,Annette Street,https://canaryandfox.com/,,POINT (-79.4875183 43.6585373)
,,,,,786,4493421926,43.6584522,-79.4878971,Wally's Smoke,,,,Annette Street,,,POINT (-79.4878971 43.6584522)
,,,,,,4494582189,43.6648085,-79.4455319,K. Mini Market,,,,,,,POINT (-79.44553190000001 43.6648085)
,Toronto,,,,1840,4496915298,43.6541238,-79.4635427,Rabba,,,,Bloor Street West,,yes,POINT (-79.4635427 43.6541238)
,,,,,2231,4504457658,43.7242900,-79.5090055,Seui Thi Super Market Chi Thanh,,,,Jane Street,,,POINT (-79.5090055 43.72429)
,,,,,,4520934876,43.6929987,-79.5571429,Westway Smoke & Convenience,,,,,,,POINT (-79.5571429 43.6929987)
,,,,,,4534083999,43.7210301,-79.5370738,Weston Convenience,,,,,,,POINT (-79.5370738 43.7210301)
,,,,,,4554705833,43.6667821,-79.5788351,6-12 Variety Store,,,,,,,POINT (-79.57883510000001 43.6667821)
,,,,,,4554824381,43.6531515,-79.5733255,Convenience Market,,,,,,,POINT (-79.5733255 43.6531515)
,,,,,,4582740589,43.7779801,-79.4547442,'Convenience Store',,,,,,,POINT (-79.45474419999999 43.7779801)
